Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW20,OUT046,1508.4576
FDV12,OUT010,33.29
FDH24,OUT013,2271.2068
FDV59,OUT049,3119.2139
FDK57,OUT045,1446.47
FDL16,OUT027,1496.9031
NCQ17,OUT046,2090.7256
FDJ15,OUT018,2264.0007
FDX24,OUT049,1265.0735
FDT47,OUT046,1440.4827
FDT10,OUT049,756.7856
FDZ37,OUT018,1148.7146
FDW43,OUT027,6019.2363
DRN36,OUT017,1256.4851
FDJ14,OUT045,1155.1494
FDA32,OUT013,3669.8225
FDJ38,OUT019,33.29
FDQ57,OUT017,2245.0413
NCQ41,OUT019,33.29
FDG56,OUT049,912.7018
DRC13,OUT027,3348.8875
FDV55,OUT035,2449.0774
FDQ49,OUT045,2066.9753
FDE29,OUT010,33.29
FDR03,OUT013,3361.0696
FDD45,OUT049,1194.081
FDN38,OUT010,446.4038
FDT56,OUT046,832.06964
FDT48,OUT045,2829.184
FDU03,OUT049,2949.2163
FDC56,OUT010,33.29
NCO43,OUT027,2701.0312
FDQ27,OUT017,1698.9056
FDR03,OUT046,3115.7107
DRH23,OUT010,33.29
FDG22,OUT045,439.79477
NCJ42,OUT013,1384.8647
FDR24,OUT046,1510.3354
FDW60,OUT035,3530.9824
FDJ08,OUT013,3180.6323
DRL59,OUT018,393.9903
FDG60,OUT010,704.13525
FDW27,OUT017,2497.7263
FDX14,OUT018,894.3096
FDC20,OUT013,568.5608
NCS29,OUT018,3735.7615
FDJ56,OUT046,1067.439
FDB20,OUT019,33.29
FDL28,OUT027,5755.162
FDW01,OUT018,2006.4673
FDL03,OUT046,3086.2397
FDX22,OUT049,3524.2095
FDJ21,OUT035,2226.9932
FDR31,OUT045,2355.3477
FDG21,OUT035,2360.6501
FDS22,OUT027,942.1383
FDK08,OUT035,1766.6233
FDE17,OUT018,1916.3057
NCN30,OUT017,1254.562
FDT50,OUT046,1307.5453
NCX42,OUT049,2614.7456
FDJ12,OUT035,4119.5566
NCA18,OUT027,2667.395
FDP23,OUT019,33.29
FDX12,OUT013,4057.592
FDN40,OUT018,2191.118
FDV48,OUT035,1456.6068
NCY54,OUT013,2642.9395
FDL16,OUT010,33.29
FDR45,OUT018,2963.5923
FDJ52,OUT046,2106.3137
DRG01,OUT017,914.0957
FDP52,OUT013,3476.8093
FDU58,OUT017,2947.0261
FDL02,OUT045,1256.629
FDG28,OUT013,3799.6653
FDA19,OUT035,2346.9893
FDW46,OUT027,1510.1453
NCD43,OUT049,1616.1108
DRG39,OUT013,285.8117
NCF55,OUT049,547.7374
FDJ07,OUT046,1399.4539
FDE08,OUT046,1881.19
FDP56,OUT019,33.29
FDT45,OUT045,466.31735
FDF17,OUT018,2774.3499
FDX44,OUT046,960.3262
FDM28,OUT027,4621.188
FDI36,OUT049,3782.2786
FDS07,OUT045,1504.0157
FDD36,OUT045,1694.859
FDW11,OUT046,491.80182
FDN40,OUT049,2063.2485
NCQ18,OUT049,1342.7944
NCQ54,OUT017,2375.558
NCS42,OUT045,1253.918
DRH39,OUT010,33.29
FDC09,OUT027,2753.5388
FDT08,OUT010,33.29
FDC08,OUT035,4022.7092
FDT20,OUT017,398.05496
FDS35,OUT035,1081.4934
FDX58,OUT018,2289.34
FDW58,OUT046,1346.2812
DRD27,OUT046,831.8335
FDH32,OUT019,33.29
FDS26,OUT035,3914.38
FDQ31,OUT046,1283.344
FDP11,OUT018,2879.8298
FDD58,OUT017,1396.5713
FDM33,OUT045,2812.3708
FDZ16,OUT049,3031.2476
NCS29,OUT010,851.29663
NCM18,OUT019,33.29
FDP11,OUT049,3083.1863
NCC42,OUT017,1825.922
DRM23,OUT046,1980.5594
NCN55,OUT027,5538.8057
FDK46,OUT013,4134.423
FDR01,OUT046,3247.6863
NCA05,OUT045,1773.7507
NCP43,OUT017,2618.6538
FDR12,OUT010,33.29
FDQ01,OUT013,3818.9233
FDM13,OUT046,1533.5833
FDQ19,OUT017,4192.1973
FDK56,OUT019,33.29
NCX06,OUT010,264.09216
FDO56,OUT027,3203.063
FDU45,OUT045,1564.6534
FDI16,OUT019,33.29
FDL32,OUT046,1636.3767
FDA07,OUT046,1814.5802
FDA14,OUT045,1834.7689
FDV46,OUT027,3440.458
NCO07,OUT035,3163.093
NCP41,OUT046,1324.5297
FDY60,OUT018,2101.1858
FDN38,OUT017,3796.1238
FDO15,OUT046,1121.7128
FDT60,OUT013,1865.3287
FDA55,OUT035,3927.4155
FDE02,OUT010,33.29
DRJ39,OUT049,2749.2085
FDV34,OUT035,1363.5721
FDS20,OUT027,5231.916
FDF02,OUT027,2888.265
FDW40,OUT017,2426.3105
NCB43,OUT046,2199.6606
FDR58,OUT017,1251.5807
DRJ59,OUT035,587.43994
NCD30,OUT017,1313.047
FDE14,OUT017,1682.5333
FDC28,OUT018,1448.0997
FDU16,OUT018,1074.2622
NCD19,OUT035,960.05444
FDU21,OUT046,759.11395
FDV59,OUT027,5308.702
FDU03,OUT045,2317.0234
FDC33,OUT010,33.29
NCR42,OUT035,592.2703
DRH59,OUT035,1159.2783
NCM31,OUT035,2007.9207
FDS50,OUT035,3342.5403
FDP39,OUT046,598.3573
FDQ55,OUT013,1670.8552
FDV36,OUT019,33.29
FDI05,OUT027,2144.4492
FDS45,OUT027,2570.6592
FDA39,OUT045,457.90536
FDC37,OUT010,33.29
FDJ60,OUT027,4361.152
DRQ35,OUT046,1225.323
NCJ06,OUT046,1413.1672
NCY42,OUT018,1555.3438
DRM37,OUT049,3059.705
FDR14,OUT045,398.94644
FDE51,OUT049,331.9587
FDT33,OUT017,2641.336
FDR08,OUT013,1546.332
FDE36,OUT010,33.29
FDL22,OUT019,33.29
FDR44,OUT013,1787.9846
FDI56,OUT019,33.29
FDE47,OUT010,33.29
FDV27,OUT010,33.29
FDV10,OUT049,430.27054
FDC40,OUT045,691.1553
NCX41,OUT013,2899.4692
NCQ38,OUT027,2843.8508
FDV12,OUT027,2746.4507
FDE52,OUT017,1428.9553
FDG20,OUT027,4788.939
FDV16,OUT027,1032.9009
FDI32,OUT017,1654.7584
FDJ32,OUT049,635.3764
FDN39,OUT018,2660.9814
FDY34,OUT017,2660.6648
FDC14,OUT035,1090.4427
FDA55,OUT017,3834.032
FDZ50,OUT010,33.29
DRG13,OUT049,2556.5515
FDP01,OUT013,2235.0151
NCG54,OUT017,2418.6765
FDM13,OUT045,1577.6768
NCO18,OUT027,4064.6306
NCW41,OUT013,1979.4055
FDM52,OUT027,3859.7585
NCF55,OUT035,620.5282
FDT09,OUT046,2062.146
NCM19,OUT035,1522.1467
FDW12,OUT018,2178.998
FDP15,OUT019,1001.23047
FDK36,OUT045,817.21246
FDZ25,OUT035,3073.341
NCW06,OUT049,2866.3071
FDW60,OUT046,3034.3394
DRC49,OUT013,2353.2212
NCT17,OUT035,3085.487
NCN06,OUT018,1982.4438
FDC45,OUT013,2722.6074
DRJ47,OUT019,33.29
NCF06,OUT045,3244.4407
FDE21,OUT010,33.29
DRG27,OUT013,170.67831
FDW40,OUT049,2147.7239
NCO53,OUT046,2520.5923
FDE23,OUT049,141.76532
FDQ16,OUT046,1390.3761
FDS26,OUT045,3555.7505
FDZ13,OUT010,33.29
FDS14,OUT049,2021.9272
FDC10,OUT045,1756.695
FDY16,OUT049,2973.4329
FDJ20,OUT035,2469.8994
FDV43,OUT035,824.1996
FDZ32,OUT027,2826.5208
FDR23,OUT046,2606.3896
FDN24,OUT035,708.9439
FDE34,OUT027,4572.5405
FDU31,OUT013,3327.497
FDW33,OUT018,1283.2925
FDU26,OUT046,1583.3878
FDE20,OUT027,4586.3555
NCW05,OUT035,1509.4382
FDB22,OUT018,1862.4227
FDO56,OUT046,1710.3834
FDA19,OUT027,3680.2693
DRI39,OUT045,462.5598
FDH52,OUT018,759.6225
FDZ50,OUT035,2825.6975
NCN42,OUT035,2232.195
FDB53,OUT013,2303.907
DRG11,OUT017,1631.4711
DRK11,OUT027,3314.179
FDQ60,OUT017,2043.627
FDT36,OUT017,306.78937
DRG25,OUT018,2501.5217
DRJ23,OUT046,2168.2617
FDG05,OUT035,2725.6216
NCK06,OUT018,1229.6248
FDU52,OUT017,2487.8298
FDW07,OUT018,1334.546
NCM17,OUT045,358.2765
FDA22,OUT045,2250.4597
NCA41,OUT018,2589.3984
FDF38,OUT035,1129.7313
FDH52,OUT046,996.9496
FDY58,OUT019,208.7873
FDZ16,OUT045,2765.6772
NCM18,OUT017,680.1399
FDA22,OUT018,2304.021
NCJ43,OUT035,2537.013
FDI34,OUT027,5418.6753
FDG56,OUT046,864.34454
FDS34,OUT046,1868.7335
DRC01,OUT035,493.19388
FDQ04,OUT035,565.61584
FDK04,OUT035,892.993
FDT51,OUT049,1848.7129
FDV26,OUT017,3074.03
FDS04,OUT049,2116.4731
FDW43,OUT018,3084.2935
FDQ28,OUT010,33.29
NCK06,OUT017,1648.1367
FDS23,OUT018,1839.3864
FDZ36,OUT019,33.29
FDE56,OUT018,1015.84216
FDW10,OUT027,4304.703
NCN14,OUT045,2458.933
NCQ18,OUT045,1153.7863
FDW08,OUT017,1569.1068
FDU43,OUT035,4173.411
FDR33,OUT010,33.29
FDM24,OUT010,33.29
NCZ05,OUT046,1270.8912
NCV41,OUT035,1861.1252
FDV11,OUT018,2368.1575
NCY05,OUT035,588.1161
FDV44,OUT018,2359.4946
FDW32,OUT049,1406.681
NCU18,OUT027,3263.7976
NCC43,OUT035,3593.3674
FDW19,OUT013,1561.5475
FDN31,OUT035,3298.333
FDI48,OUT045,893.7231
FDS24,OUT017,1325.682
FDF46,OUT049,1668.3734
DRG23,OUT017,2183.4016
FDG14,OUT018,1971.5919
NCY30,OUT049,2610.3987
FDO28,OUT018,1596.2094
DRD24,OUT035,2233.2708
FDI33,OUT049,1016.76776
FDN32,OUT046,2440.2195
FDR16,OUT045,3323.2856
FDF26,OUT046,2517.3325
NCN29,OUT018,364.92538
FDE20,OUT045,2582.2354
FDA46,OUT046,2569.4507
FDU28,OUT045,2613.3015
FDQ48,OUT045,1568.9475
FDV36,OUT013,1757.6298
FDR14,OUT018,442.3363
FDP23,OUT017,3219.154
FDP56,OUT013,525.52496
FDK48,OUT010,33.29
FDR48,OUT046,2297.618
NCY29,OUT049,613.978
FDM22,OUT018,700.896
DRJ01,OUT013,2665.6042
FDZ43,OUT045,3815.6655
FDV03,OUT035,2342.1125
FDX11,OUT027,4771.839
NCA41,OUT027,4663.2354
FDE38,OUT017,2730.9138
FDI27,OUT018,339.613
FDN32,OUT013,2890.3718
NCN43,OUT017,1783.3391
FDB47,OUT027,5146.616
FDV03,OUT017,2039.5889
NCN30,OUT045,1244.9427
NCV54,OUT010,33.29
FDV07,OUT013,1585.5306
FDP07,OUT049,2885.1619
FDK48,OUT018,927.7802
FDM15,OUT019,33.29
FDY19,OUT027,3311.4363
FDK46,OUT046,3392.6016
FDY11,OUT045,1283.5646
FDH09,OUT046,592.0925
FDO08,OUT027,4493.988
FDU14,OUT013,3934.8013
FDD22,OUT027,2831.8635
FDM27,OUT017,2461.3975
FDL02,OUT027,2899.9314
NCA17,OUT035,2304.8174
FDE38,OUT019,33.29
NCG07,OUT049,2869.8225
DRC27,OUT013,4059.198
FDA27,OUT035,3898.1294
FDW40,OUT045,1993.3226
DRI11,OUT013,1549.7013
FDN50,OUT046,1704.8889
FDR12,OUT046,2983.406
FDT34,OUT027,2634.9722
FDW11,OUT035,1033.0272
NCO30,OUT027,4174.231
FDZ34,OUT017,2834.6697
FDU45,OUT017,1711.7927
NCD42,OUT035,522.9579
FDX25,OUT045,2657.0227
NCR29,OUT046,466.2058
FDX43,OUT019,33.29
FDB04,OUT010,33.29
FDR49,OUT027,1457.9854
FDS39,OUT018,2012.9243
FDW58,OUT045,1129.0052
FDG22,OUT019,33.29
FDG31,OUT017,613.26373
NCV53,OUT027,5680.4067
DRJ37,OUT035,2349.9622
FDV07,OUT035,2065.5376
FDW52,OUT018,2125.8977
FDT15,OUT045,2477.0952
FDD02,OUT018,1487.2131
FDM16,OUT035,1611.9741
NCE55,OUT046,2035.597
FDB57,OUT018,2987.1367
FDQ04,OUT013,625.29584
FDQ47,OUT019,33.29
FDY14,OUT019,250.09526
DRK37,OUT017,2781.2913
FDO25,OUT017,3424.7747
FDL57,OUT046,3738.5774
NCK29,OUT018,1582.9618
FDK46,OUT027,6219.781
NCB43,OUT010,518.68207
DRE01,OUT027,5874.7773
FDC46,OUT018,2401.1038
FDQ23,OUT045,1417.8796
FDX38,OUT049,291.67
FDG60,OUT018,3313.0444
FDW55,OUT017,4237.695
FDP39,OUT013,756.62476
FDB20,OUT018,884.51154
FDV21,OUT017,1843.3451
FDZ02,OUT013,1276.2693
FDP19,OUT027,3745.484
FDA38,OUT035,4042.94
FDH22,OUT045,1650.7384
DRM11,OUT045,3469.0203
FDO12,OUT027,4606.8506
FDT14,OUT049,1637.0876
FDW34,OUT010,503.94577
FDG04,OUT027,4744.2886
FDW59,OUT018,1074.8406
FDR33,OUT018,1275.0973
FDP32,OUT013,1988.5084
FDL13,OUT027,5765.698
FDD22,OUT013,1789.3348
FDV40,OUT027,1803.2384
NCD55,OUT046,381.08298
FDQ20,OUT010,33.29
FDD28,OUT045,657.64825
FDC39,OUT045,2916.0862
NCR17,OUT049,1681.6783
DRO35,OUT018,1109.809
FDF40,OUT049,3635.3813
FDR31,OUT018,1780.6257
NCQ41,OUT017,2726.9556
FDP38,OUT046,436.83746
NCU54,OUT027,4696.603
FDG22,OUT018,454.60776
DRK59,OUT013,3912.5554
FDC37,OUT046,1375.6836
NCO42,OUT013,2095.4177
NCT42,OUT017,2112.1714
FDX27,OUT035,1441.6152
FDV40,OUT018,741.8053
FDT45,OUT027,1191.9655
FDS47,OUT019,33.29
FDR45,OUT035,3688.116
FDB03,OUT045,3252.796
FDO49,OUT035,838.4872
FDU60,OUT027,4380.2104
FDB26,OUT018,649.6904
FDB46,OUT017,3308.9172
FDQ37,OUT019,376.90732
FDN03,OUT017,3839.059
NCX30,OUT045,3226.1719
FDK32,OUT019,33.29
DRM47,OUT013,3032.5205
NCO02,OUT046,486.1607
FDP04,OUT013,769.60785
NCO43,OUT049,1510.5894
FDD59,OUT013,995.3517
FDQ10,OUT017,2591.922
FDW45,OUT035,2388.0203
NCK30,OUT049,3740.6677
FDU31,OUT018,2726.5715
NCQ17,OUT019,33.29
FDN01,OUT017,2135.952
FDZ19,OUT049,2686.0012
DRG37,OUT017,2251.5789
FDE32,OUT045,311.8374
FDO34,OUT049,2386.3801
FDM04,OUT019,33.29
FDZ25,OUT049,2703.0894
FDU08,OUT049,1278.5936
NCW30,OUT045,3237.685
NCM18,OUT013,748.2793
FDS22,OUT035,976.173
NCH18,OUT017,3441.3882
FDC23,OUT013,2385.96
FDY46,OUT013,2995.8708
NCU06,OUT046,2711.0796
FDX57,OUT045,1339.4987
FDX36,OUT027,5793.692
FDL16,OUT045,542.15515
FDT16,OUT010,646.0109
FDN16,OUT018,1322.9569
FDC03,OUT046,2806.3906
DRF60,OUT013,4008.1018
FDS27,OUT027,5156.574
FDP33,OUT010,1033.0596
FDJ36,OUT018,1434.3292
NCR42,OUT013,271.08282
FDV14,OUT017,917.41364
NCP42,OUT035,2824.5288
FDB50,OUT027,2368.6707
NCC30,OUT027,4026.5598
FDA23,OUT018,1363.0504
FDW16,OUT017,1530.9467
FDQ52,OUT010,746.4191
FDB58,OUT049,2293.0554
NCP29,OUT049,856.98914
NCM05,OUT045,3489.3948
FDO25,OUT013,3542.7375
NCM54,OUT046,1507.9263
NCL54,OUT046,1964.6986
FDL39,OUT010,33.29
FDF53,OUT018,2297.2993
NCQ42,OUT035,1958.7963
FDF58,OUT013,814.8093
FDZ04,OUT035,974.70917
FDE26,OUT019,33.29
FDS60,OUT017,2430.8096
FDV58,OUT017,2842.4624
FDM04,OUT045,752.5183
FDE08,OUT035,2477.6287
NCB43,OUT049,2618.1917
FDU11,OUT010,33.29
FDF22,OUT019,95.07717
FDE24,OUT013,2134.5437
DRJ49,OUT046,1171.5077
NCQ53,OUT035,3664.5952
NCL41,OUT013,33.29
FDR22,OUT013,1912.2621
FDH04,OUT035,1802.9895
DRH15,OUT045,436.45544
FDY40,OUT049,619.58405
NCI17,OUT035,1610.012
NCC18,OUT013,2577.9128
FDY28,OUT027,5371.8516
FDB45,OUT027,2881.896
NCL30,OUT018,1582.3826
FDM10,OUT017,3170.124
FDH22,OUT027,3222.573
NCZ53,OUT017,2712.5938
NCI18,OUT013,3448.338
FDH14,OUT027,3795.8418
FDR36,OUT027,1403.637
FDW01,OUT045,2187.9373
FDK02,OUT027,3333.1438
FDJ02,OUT018,1852.728
FDU55,OUT013,4544.3716
NCV18,OUT027,1902.1014
FDH14,OUT018,1747.4064
FDZ37,OUT045,1380.5195
FDX49,OUT049,3768.2312
NCD43,OUT046,1178.8116
FDZ07,OUT013,786.759
FDK43,OUT035,2177.345
FDR32,OUT018,3032.5012
FDT39,OUT013,2256.7224
NCV54,OUT017,1639.3275
FDF38,OUT018,503.7258
FDV60,OUT046,3433.5159
FDH44,OUT027,3940.5054
FDS21,OUT046,1169.2778
NCL41,OUT045,92.22967
FDM46,OUT017,1335.7931
FDU27,OUT045,368.65015
NCJ54,OUT017,3260.1675
DRG51,OUT018,2270.7551
NCA29,OUT019,33.29
FDR47,OUT045,2374.6995
NCL19,OUT027,3794.5125
DRG01,OUT049,908.94
FDG10,OUT046,1082.05
NCV05,OUT049,2171.139
NCH18,OUT019,244.90794
FDV14,OUT018,904.9966
DRJ23,OUT035,3061.7815
DRJ11,OUT046,2108.9407
FDZ03,OUT017,3052.4104
FDI27,OUT010,33.29
FDJ14,OUT018,1058.668
FDU32,OUT017,1805.8624
FDD47,OUT027,3578.0334
DRF36,OUT035,3014.4312
FDM21,OUT046,3447.638
FDV10,OUT018,567.6891
FDH60,OUT018,2869.449
FDX47,OUT010,33.29
FDT19,OUT019,33.29
FDO11,OUT045,3616.166
FDH24,OUT027,3718.2583
FDL02,OUT018,1359.7961
FDB02,OUT049,2821.7275
FDA43,OUT046,2620.535
FDG52,OUT045,551.29755
DRC12,OUT013,3032.839
FDY37,OUT018,1788.4985
NCU18,OUT045,1828.0796
FDU09,OUT035,1025.5013
DRJ25,OUT027,1172.7982
DRE12,OUT018,1528.8401
DRL47,OUT017,1681.4749
DRK01,OUT046,595.18134
FDC22,OUT019,33.29
FDG44,OUT013,628.1876
FDW04,OUT035,2335.3582
FDK09,OUT049,3520.3367
NCN43,OUT035,1689.6487
FDG04,OUT049,2720.9578
FDH32,OUT010,33.29
DRI47,OUT017,1976.9939
DRE15,OUT013,701.08295
FDY11,OUT035,1254.0576
FDO60,OUT049,223.88194
FDQ20,OUT018,272.8994
FDO57,OUT027,4029.734
FDT14,OUT019,33.29
FDA57,OUT049,33.29
DRN35,OUT017,590.5538
FDJ03,OUT046,513.8952
FDX28,OUT017,1593.6743
DRE25,OUT045,1187.1259
FDR09,OUT046,3446.9646
FDB23,OUT035,3988.7388
FDO08,OUT045,2541.049
FDQ23,OUT049,1449.8832
FDW04,OUT013,1848.8184
DRK13,OUT010,230.79219
NCL17,OUT027,3300.2244
FDY21,OUT035,2922.358
FDJ38,OUT027,4935.3174
FDA37,OUT019,33.29
FDV43,OUT013,387.0579
FDL36,OUT046,1100.9866
FDD53,OUT045,455.76154
FDZ19,OUT010,33.29
FDV21,OUT045,1577.6511
NCL54,OUT018,2038.2424
DRI47,OUT027,3230.1753
DRG03,OUT049,1900.8911
FDG21,OUT013,2401.0134
FDW03,OUT018,1615.145
NCI55,OUT046,1427.1871
DRC36,OUT019,33.29
FDH22,OUT017,1970.559
FDV20,OUT045,1886.3566
NCU41,OUT027,4628.453
FDN46,OUT027,2462.567
FDK50,OUT045,2243.397
NCA05,OUT027,3473.402
DRH01,OUT018,2445.5803
FDT08,OUT018,2061.8667
FDM08,OUT018,2916.836
FDZ07,OUT035,1266.1707
FDS22,OUT017,449.29126
FDV35,OUT027,4019.3247
FDI28,OUT010,33.29
FDW58,OUT027,2590.619
FDT52,OUT045,3777.8892
FDY34,OUT046,2461.2544
FDR10,OUT046,2210.3232
FDK57,OUT017,1755.1094
FDR02,OUT027,2531.263
FDX49,OUT046,3745.6484
FDQ20,OUT046,260.65878
DRK23,OUT045,3364.4883
NCW06,OUT046,2250.166
FDR31,OUT017,2593.5374
NCE43,OUT013,2573.8984
DRO59,OUT027,1818.8513
FDN09,OUT049,3742.8481
FDR11,OUT046,2400.8486
FDO57,OUT013,2629.0515
NCX18,OUT017,2856.2188
FDB05,OUT018,3687.8047
FDQ08,OUT018,795.16187
NCG43,OUT035,1428.4923
FDJ56,OUT013,1524.2312
FDA13,OUT010,33.29
FDO56,OUT017,2015.155
FDB37,OUT018,3443.9363
FDZ02,OUT018,1147.8417
FDQ24,OUT046,3657.8125
FDM16,OUT013,1056.9006
FDU35,OUT049,1332.434
FDT35,OUT035,2846.9817
NCX30,OUT049,3633.8054
FDG04,OUT017,3120.8066
FDI12,OUT035,1657.4432
FDE35,OUT035,1215.4104
NCP14,OUT027,2373.3223
NCY53,OUT045,1092.3505
FDP49,OUT017,440.79865
FDQ04,OUT017,572.6061
FDM39,OUT035,2890.75
FDO58,OUT019,33.29
FDC56,OUT017,1767.3477
NCQ54,OUT046,1982.6376
FDV10,OUT027,963.42145
NCK17,OUT046,180.9666
NCF55,OUT027,845.8407
FDV33,OUT013,4052.9932
NCH29,OUT019,33.29
FDA37,OUT027,3385.9756
FDH46,OUT018,1398.7336
FDS25,OUT035,2001.2449
FDH04,OUT027,2456.6008
FDX52,OUT046,3206.2715
NCD42,OUT017,192.6019
FDW47,OUT017,1508.8252
FDL25,OUT027,2277.153
NCJ06,OUT010,33.29
FDY09,OUT013,2783.2864
FDS40,OUT046,332.79083
FDH41,OUT017,3542.1072
FDG38,OUT035,1766.9064
FDU03,OUT027,4779.1255
FDV20,OUT046,1933.6622
DRB13,OUT045,2321.7305
NCQ30,OUT013,1746.1093
NCH06,OUT013,3847.0098
FDU50,OUT018,1424.7379
NCO42,OUT019,33.29
FDW09,OUT018,1073.3539
FDH04,OUT013,1309.1906
FDC21,OUT045,1594.8835
FDL21,OUT049,370.67038
FDM46,OUT010,33.29
FDT22,OUT019,33.29
FDB28,OUT035,3188.5916
FDI12,OUT018,1315.529
FDA28,OUT045,1710.2704
FDF59,OUT013,1538.6968
FDM45,OUT027,2965.3262
FDQ56,OUT017,1140.7686
FDR46,OUT049,2198.2231
FDT01,OUT013,3002.748
FDD16,OUT027,1967.5249
NCU30,OUT010,33.29
FDM40,OUT010,33.29
FDI56,OUT035,1759.5065
NCS30,OUT013,1891.987
FDU08,OUT017,1446.8442
FDX51,OUT027,5147.95
FDA43,OUT045,2736.964
FDX59,OUT010,33.29
FDC37,OUT018,1270.7441
FDP58,OUT013,3471.4941
NCY42,OUT035,2101.6917
FDF21,OUT018,2433.5254
FDU10,OUT027,860.1781
DRL47,OUT018,1295.2156
FDA58,OUT018,2917.4502
FDJ22,OUT049,2811.879
FDK50,OUT046,2090.072
FDO38,OUT035,1116.0052
DRF60,OUT035,3709.8494
NCZ42,OUT019,135.64638
FDD35,OUT049,1612.1005
FDL25,OUT045,1231.7347
FDJ16,OUT013,852.7751
DRK59,OUT049,3319.0383
FDI50,OUT046,3798.2402
NCB19,OUT045,1223.8071
DRI37,OUT035,1038.6439
FDA14,OUT027,3576.9553
FDC08,OUT018,3189.8782
FDS45,OUT046,1710.2478
FDI21,OUT049,839.3535
DRJ47,OUT035,2799.9026
DRE37,OUT027,4563.96
FDT55,OUT018,2020.6182
NCG42,OUT027,2948.493
FDA31,OUT049,2640.8137
NCW42,OUT046,2620.0854
FDF50,OUT017,3187.4385
FDK56,OUT049,2869.0708
FDX10,OUT035,707.0061
NCK07,OUT027,4223.3745
FDZ49,OUT017,3477.514
FDR33,OUT013,1690.112
FDO44,OUT018,1369.372
FDA20,OUT046,2502.184
NCL30,OUT045,1612.2883
FDI05,OUT019,33.29
FDQ12,OUT018,3229.3655
FDH47,OUT017,1685.86
FDH34,OUT018,2288.5945
FDF29,OUT046,2260.2852
FDG40,OUT018,286.3439
NCE18,OUT017,3524.7705
FDP21,OUT010,388.8342
FDY50,OUT013,972.0128
FDB36,OUT049,2570.1492
NCZ29,OUT049,1695.844
FDU20,OUT018,1589.8026
FDO56,OUT013,1638.4005
FDW31,OUT049,3331.397
DRH59,OUT013,725.3299
NCB30,OUT017,2849.987
FDK43,OUT027,3518.2593
FDW43,OUT045,3490.3113
NCL19,OUT017,2082.4731
FDJ27,OUT046,1576.7793
FDC45,OUT046,2174.8774
FDY40,OUT035,1226.0991
NCM41,OUT035,1460.2283
NCK18,OUT019,33.29
FDP37,OUT049,1993.8394
FDA27,OUT027,6249.7876
NCX30,OUT035,3510.8813
FDR09,OUT017,3818.15
FDG08,OUT027,4679.4253
NCU30,OUT013,2445.9055
FDB16,OUT017,1098.6202
FDM16,OUT017,1255.3236
FDC48,OUT013,1174.4159
NCF18,OUT046,2228.6814
FDU46,OUT018,1151.9824
FDH41,OUT018,3021.3738
NCN42,OUT010,33.29
FDU49,OUT046,1661.398
FDB20,OUT027,2153.316
FDG50,OUT019,33.29
FDW20,OUT045,1578.1793
NCO55,OUT049,1434.4376
FDX48,OUT046,2720.5237
FDU48,OUT046,1791.7426
FDR48,OUT019,33.29
FDK27,OUT013,1956.566
FDT35,OUT013,2324.7952
FDN12,OUT049,1525.1403
NCE31,OUT019,33.29
FDL21,OUT017,416.7246
FDV56,OUT017,1769.4567
FDR16,OUT017,3349.6414
NCP41,OUT049,1443.6621
FDJ27,OUT013,1610.6763
FDA07,OUT017,2176.811
FDK55,OUT049,756.8554
FDM33,OUT049,3389.157
FDY46,OUT046,2573.5603
FDD36,OUT046,1633.928
FDB12,OUT027,2807.1455
FDF28,OUT019,33.29
NCE07,OUT019,33.29
FDW50,OUT027,4030.7356
NCW18,OUT017,3268.9072
NCJ17,OUT019,33.29
DRZ24,OUT010,33.29
FDS07,OUT035,2100.0566
NCW05,OUT010,33.29
FDZ22,OUT018,899.4363
FDK02,OUT046,1481.9967
FDZ45,OUT027,4829.4497
FDL25,OUT046,1386.7019
FDS08,OUT045,2506.9907
NCZ42,OUT027,5169.053
FDX57,OUT035,1642.5222
FDF21,OUT046,2839.4463
FDJ56,OUT018,1259.551
FDX10,OUT013,631.143
DRG48,OUT035,2055.9258
DRN37,OUT046,1675.6697
NCY41,OUT018,164.81078
FDN28,OUT045,1668.6991
FDE34,OUT045,2451.0662
FDR10,OUT045,1954.9368
FDC32,OUT017,1353.581
DRG13,OUT046,1643.8926
FDP59,OUT049,1289.021
NCT53,OUT010,33.29
FDL57,OUT027,5977.625
FDN32,OUT010,42.256454
FDK09,OUT018,2886.1555
FDA52,OUT010,248.68736
FDC57,OUT049,3223.4463
FDI09,OUT035,3459.7068
NCB07,OUT046,2335.7778
FDP26,OUT035,1447.2263
FDP40,OUT027,3040.531
FDL15,OUT013,2297.9727
FDV07,OUT046,1354.2015
FDS03,OUT017,659.8102
FDE50,OUT049,2973.4692
FDQ15,OUT017,936.95245
FDQ33,OUT010,33.29
FDT22,OUT013,852.33234
DRO35,OUT035,1927.6677
FDJ41,OUT049,3955.3198
FDQ27,OUT035,1828.8762
FDC26,OUT017,1758.3654
NCF43,OUT027,3268.4426
NCR50,OUT035,2306.2957
FDE39,OUT018,1603.845
FDN49,OUT027,875.16284
DRG11,OUT035,1791.9407
NCA18,OUT049,1772.3246
FDM36,OUT018,2620.6072
FDW32,OUT017,1389.2273
NCQ18,OUT010,33.29
FDX14,OUT027,1680.5835
FDD46,OUT017,2409.979
FDI34,OUT019,190.51845
NCJ17,OUT035,1419.1461
FDB52,OUT035,3994.1506
FDV55,OUT018,1937.8988
